"sale_id","artwork_id","artist_name","category","sale_date","auction_house","sale_price_eur","estimate_low_eur","estimate_high_eur","sold_above_estimate","price_change_pct","price_change_explanation","buyer_type","buyer_name","buyer_nationality","buyer_profile","bart_score_buyer","seller_type","seller_name","seller_profile","bart_score_seller","sale_location","is_private_sale","bart_score_sale","source"
"SL0467","RCH027","Richter","Modern Masters","2020-08-15","Sotheby's","559500","430000","687000","false","-5.02","Reprise partielle : Phillips online réalise des performances surprenantes ; les NFT commencent à stimuler l'intérêt pour l'art numérique.","Collectionneur","Dakis Joannou","Grec","Collectionneur institutionnel ami de Jeff Koons et KAWS, fondateur de la fondation DESTE.","90","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Los Angeles","false","85.7","Généré IA"
"SL0468","RCH028","Richter","Modern Masters","2020-11-15","Phillips","593000","421000","775000","false","5.99","Rebond de fin d'année porté par les enchères digitales et le retour des collectionneurs ; les prix des sommets restent stables.","Collectionneur","Eugenio López Alonso","Mexicain","Fondateur du Museo Jumex à Mexico City, pionnier de la collection contemporaine latino-américaine.","87","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Paris","false","80.3","Généré IA"
"SL0469","RCH029","Richter","Modern Masters","2021-02-15","Phillips","811400","652000","985000","false","36.83","Fort rebond post-confinement : l'euphorie du marché NFT (Beeple à 69 M$) stimule l'intérêt général pour l'art contemporain.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Paris","false","81.4","Généré IA"
"SL0470","RCH030","Richter","Modern Masters","2021-05-15","Christie's","663800","510000","803000","false","-18.19","Boom historique des enchères printanières : Basquiat atteint 93,1 M$ chez Sotheby's en mai, nouveau record de l'artiste.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Los Angeles","false","88.8","Généré IA"
"SL0471","RCH031","Richter","Modern Masters","2021-08-15","Phillips","639400","398000","845000","false","-3.68","Marché au plus haut depuis 2015 ; retour massif des acheteurs asiatiques et nouvelle vague d'ultra-HNWI entrant sur le marché.","Musée","Centre Pompidou","Français","Musée national d'art moderne de Paris, politique d'acquisition active pour enrichir sa collection.","97","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Hong Kong","false","88.6","Généré IA"
"SL0472","RCH032","Richter","Modern Masters","2021-11-15","Heritage Auctions","715200","502000","936000","false","11.85","Année 2021 record estimée à 65,1 Mds$ ; les artistes ultra-contemporains ont vu leurs prix multipliés par 3 à 5 en un an.","Galerie","White Cube","Britannique","Galerie londonienne de référence fondée par Jay Jopling, programme international exigeant.","92","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Paris","false","86.0","Généré IA"
"SL0473","RCH033","Richter","Modern Masters","2022-02-15","Christie's","896800","737000","1086000","false","25.39","Marché dynamique malgré la guerre en Ukraine ; les actifs tangibles incluant l'art attirent des capitaux en quête de refuges.","Anonyme","Anonyme","Américain","Identité non divulguée à la demande expresse de l'acheteur, pratique courante pour les transactions > 500 K€.","73","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Hong Kong","false","81.2","Généré IA"
"SL0474","RCH034","Richter","Modern Masters","2022-05-15","Sotheby's","697700","559000","848000","false","-22.2","Art Basel Bâle 2022 historique avec 4,5 Mds$ de transactions ; le marché primaire et secondaire sont tous deux en pleine forme.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Paris","false","87.7","Généré IA"
"SL0475","RCH035","Richter","Modern Masters","2022-08-15","Phillips","860800","556000","1139000","false","23.38","Légère décélération estivale ; l'inflation mondiale et la hausse des taux commencent à peser sur les acheteurs du segment mid-market.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","85.6","Généré IA"
"SL0476","RCH036","Richter","Modern Masters","2022-11-15","Sotheby's","734600","479000","985000","false","-14.66","Résultats solides en fin d'année ; le segment photography et le street art résistent mieux à la correction que les Blue Chips.","Fondation","Fondation Vuitton Collection","Français","Bras acquisition de la fondation, focalisé sur les artistes de la scène internationale.","90","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Los Angeles","false","82.5","Généré IA"
"SL0477","RCH037","Richter","Modern Masters","2023-02-15","Sotheby's","673000","545000","824000","false","-8.39","Début de correction annoncée après trois années exceptionnelles ; prudence des acheteurs face à la hausse des taux et aux incertitudes macro.","Galerie","Perrotin","Français","Galerie parisienne internationale, découvreuse de talents ayant lancé KAWS et Takashi Murakami.","88","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","New York","false","85.9","Généré IA"
"SL0478","RCH038","Richter","Modern Masters","2023-05-15","Christie's","720300","486000","966000","false","7.03","Ventes mitigées à New York : les lots sans garantie peinent ; sélectivité accrue avec chute des taux de vente aux enchères.","Collectionneur","Jose Mugrabi","Américain","Famille Mugrabi, propriétaires de la plus grande collection privée d'Andy Warhol au monde.","89","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Londres","false","83.5","Généré IA"
"SL0479","RCH039","Richter","Modern Masters","2023-08-15","Bonhams","845600","641000","1066000","false","17.4","Marché à deux vitesses : les femmes ultra-contemporaines (Fadojutimi, Yukhnovich) restent en forte demande malgré la correction générale.","Collectionneur","Jose Mugrabi","Américain","Famille Mugrabi, propriétaires de la plus grande collection privée d'Andy Warhol au monde.","89","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Londres","false","82.1","Généré IA"
"SL0480","RCH040","Richter","Modern Masters","2023-11-15","Artcurial","729700","548000","933000","false","-13.71","Clôture 2023 en retrait de ~18% vs 2022 ; fin du supercycle haussier entamé en 2021, ajustement sain selon les analystes.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Hong Kong","false","82.1","Généré IA"
"SL0481","KNS001","Koons","Modern Masters","2014-02-15","Christie's","428600","328000","541000","false","","Première vente de référence pour cet artiste dans l'indice ; base servant de point de départ pour le suivi longitudinal des prix.","Collectionneur","Stefan Edlis","Américain","Collectionneur historique de l'art pop américain, donateur majeur du MoMA.","94","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Paris","false","90.7","Généré IA"
"SL0482","KNS002","Koons","Modern Masters","2014-05-15","Sotheby's","393000","308000","479000","false","-8.31","Art Basel Bâle 2014 dépasse les attentes avec 95% de galeries satisfaites ; l'art contemporain attire de nouveaux capitaux institutionnels.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Hong Kong","false","85.1","Généré IA"
"SL0483","KNS003","Koons","Modern Masters","2014-08-15","Christie's","403400","305000","510000","false","2.65","Ventes estivales solides à Londres malgré la période creuse ; Phillips réalise ses meilleures enchères depuis sa fondation.","Musée","MoMA","Américain","Museum of Modern Art NYC, référence absolue pour la conservation de l'art moderne et contemporain.","99","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Los Angeles","false","86.8","Généré IA"
"SL0484","KNS004","Koons","Modern Masters","2014-11-15","Phillips","409800","285000","546000","false","1.59","Christie's réalise 852 M$ en une seule soirée à New York, nouveau record absolu ; l'appétit pour l'art post-war est sans précédent.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Hong Kong","false","79.1","Généré IA"
"SL0485","KNS005","Koons","Modern Masters","2015-02-15","Artcurial","470300","387000","573000","false","14.76","Forte demande asiatique en début d'année ; le marché est soutenu par les collectionneurs chinois et les familles de richesse récente.","Fondation","Fondation Louis Vuitton","Français","Fondation d'entreprise inaugurée en 2014, rayonnement international et collection permanente.","95","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","New York","false","83.8","Généré IA"
"SL0486","KNS006","Koons","Modern Masters","2015-05-15","Phillips","375000","237000","499000","false","-20.26","Année record en vue : Sotheby's et Christie's totalisent 1,6 Md$ sur les ventes de mai à New York ; les UHNWI achètent massivement.","Fondation","Fondation Beyeler","Suisse","Institution bâloise reconnue comme l'un des musées d'art privés les plus importants au monde.","93","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Los Angeles","false","88.3","Généré IA"
"SL0487","KNS007","Koons","Modern Masters","2015-08-15","Artcurial","391600","270000","524000","false","4.43","Légère pause estivale mais le segment ultra-contemporain continue sa progression ; émergence des artistes femmes sur le marché secondaire.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","New York","false","75.1","Généré IA"
"SL0488","KNS008","Koons","Modern Masters","2015-11-15","Christie's","463800","354000","581000","false","18.44","Marché mondial record à 63,8 Mds$ en 2015 ; la fin d'année est portée par des lots exceptionnels dont Modigliani à 170 M$.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Paris","false","82.1","Généré IA"
"SL0489","KNS009","Koons","Modern Masters","2016-02-15","Sotheby's","383700","276000","508000","false","-17.27","Correction post-records : le krach boursier de Shanghai ralentit les achats transfrontaliers ; les collectionneurs russes réduisent leur activité.","Galerie","White Cube","Britannique","Galerie londonienne de référence fondée par Jay Jopling, programme international exigeant.","92","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Los Angeles","false","84.5","Généré IA"
"SL0490","KNS010","Koons","Modern Masters","2016-05-15","Phillips","353000","232000","476000","false","-8.0","Résultats décevants à New York : Christie's voit ses recettes baisser de 27% ; le vote Brexit crée une forte incertitude à Londres.","Collectionneur","Dakis Joannou","Grec","Collectionneur institutionnel ami de Jeff Koons et KAWS, fondateur de la fondation DESTE.","90","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Los Angeles","false","82.6","Généré IA"
"SL0491","KNS011","Koons","Modern Masters","2016-08-15","Sotheby's","365100","280000","453000","false","3.43","Contraction du marché confirmée ; les maisons de vente réajustent leurs estimations à la baisse pour éviter les invendus embarrassants.","Galerie","David Zwirner","Américain","Galerie influente représentant des artistes de premier plan à New York, Londres et Hong Kong.","93","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Hong Kong","false","85.3","Généré IA"
"SL0492","KNS012","Koons","Modern Masters","2016-11-15","Christie's","408900","337000","496000","false","12.0","Stabilisation relative en fin d'année ; l'élection de Trump génère une volatilité ponctuelle mais les marchés financiers résistent bien.","Galerie","Sprüth Magers","Allemand","Galerie spécialisée dans l'art conceptuel, la photographie et le féminisme artistique.","87","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","New York","false","81.2","Généré IA"
"SL0493","KNS013","Koons","Modern Masters","2017-02-15","Christie's","407400","310000","496000","false","-0.37","Reprise progressive et sélective ; les acheteurs moyen-orientaux et asiatiques reviennent, focalisés sur les valeurs sûres du marché.","Collectionneur","Bernard Arnault","Français","PDG LVMH, mécène et fondateur de la Fondation Louis Vuitton, parmi les 5 plus grandes collections privées mondiales.","97","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Londres","false","91.6","Généré IA"
"SL0494","KNS014","Koons","Modern Masters","2017-05-15","Christie's","477200","353000","593000","false","17.13","TEFAF Maastricht très positif ; la demande pour les Modern Masters se consolide avec un taux de vente élevé sur les lots estimés.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Los Angeles","false","82.9","Généré IA"
"SL0495","KNS015","Koons","Modern Masters","2017-08-15","Sotheby's","471300","384000","560000","false","-1.24","Ventes estivales à Londres en forte hausse chez Christie's ; le marché figuratif contemporain suscite un engouement croissant.","Musée","Stedelijk Museum","Néerlandais","Collection de référence pour l'art moderne et le design à Amsterdam.","90","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Paris","false","83.7","Généré IA"
"SL0496","KNS016","Koons","Modern Masters","2017-11-15","Christie's","435000","314000","537000","false","-7.7","Le Salvator Mundi vendu 450 M$ chez Christie's New York (15 nov. 2017) redéfinit les paramètres du marché et stimule la demande globale.","Fondation","Fondation Vuitton Collection","Français","Bras acquisition de la fondation, focalisé sur les artistes de la scène internationale.","90","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Hong Kong","false","88.1","Généré IA"
"SL0497","KNS017","Koons","Modern Masters","2018-02-15","Phillips","497200","389000","593000","false","14.3","Solide début d'année sur tous les segments ; l'optimisme post-croissance 2017 se traduit par une confiance renouvelée des acheteurs.","Collectionneur","Francesca von Habsburg","Autrichienne","Fondatrice de TBA21, collection dédiée à l'art et à la durabilité environnementale.","86","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Londres","false","88.6","Généré IA"
"SL0498","KNS018","Koons","Modern Masters","2018-05-15","Artcurial","485100","362000","613000","false","-2.43","Le marché ultra-contemporain explose : Sotheby's et Christie's ouvrent leurs ventes aux artistes nés après 1975 avec succès record.","Fondation","Fondation Louis Vuitton","Français","Fondation d'entreprise inaugurée en 2014, rayonnement international et collection permanente.","95","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Paris","false","89.2","Généré IA"
"SL0499","KNS019","Koons","Modern Masters","2018-08-15","Christie's","530500","331000","716000","false","9.36","Croissance soutenue malgré les tensions commerciales USA-Chine ; l'art digital et les NFT préfigurent attirent une clientèle plus jeune.","Collectionneur","Maja Hoffmann","Suisse","Fondatrice de LUMA Arles, parmi les mécènes les plus influents d'Europe.","91","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Hong Kong","false","90.6","Généré IA"
"SL0500","KNS020","Koons","Modern Masters","2018-11-15","Sotheby's","528200","372000","671000","false","-0.43","Fin d'année dynamique avec des résultats solides à Hong Kong et New York ; les lots garantis surperforment les estimations de 40%.","Collectionneur","Mitchell Rales","Américain","Fondateur du Glenstone Museum, collection de 1 300 œuvres parmi les plus importantes des USA.","93","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Londres","false","83.7","Généré IA"
"SL0501","KNS021","Koons","Modern Masters","2019-02-15","Christie's","518800","388000","628000","false","-1.78","Marché solide mais plus sélectif ; la polarisation s'accentue entre artistes premium et mid-market qui stagne.","Collectionneur","Eli Broad","Américain","Philanthrope fondateur du Broad Museum de Los Angeles, 2 000 œuvres contemporaines.","92","Collectionneur","Broad Collection","Vente d'une œuvre dupliquée dans la collection Broad, dégagement stratégique.","87","Londres","false","91.2","Généré IA"
"SL0502","KNS022","Koons","Modern Masters","2019-05-15","Sotheby's","549800","389000","735000","false","5.98","Résultats contrastés à New York en mai ; le segment street art surperforme avec Banksy, KAWS et Mr. Brainwash au cœur des enchères.","Collectionneur","Alberto Mugrabi","Américain","Marchand-collectionneur new-yorkais, actif sur le marché secondaire de l'art contemporain.","88","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","Londres","false","82.3","Généré IA"
"SL0503","KNS023","Koons","Modern Masters","2019-08-15","Christie's","587600","442000","711000","false","6.88","Les manifestations à Hong Kong perturbent les ventes locales ; redistribution vers Singapore, Séoul et New York observée.","Fondation","Fondation Beyeler","Suisse","Institution bâloise reconnue comme l'un des musées d'art privés les plus importants au monde.","93","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Paris","false","91.8","Généré IA"
"SL0504","KNS024","Koons","Modern Masters","2019-11-15","Christie's","641000","438000","825000","false","9.09","Clôture 2019 correcte malgré le contexte géopolitique tendu ; la résilience du marché de l'art face aux crises se confirme.","Collectionneur","Eli Broad","Américain","Philanthrope fondateur du Broad Museum de Los Angeles, 2 000 œuvres contemporaines.","92","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Los Angeles","false","84.1","Généré IA"
"SL0505","KNS025","Koons","Modern Masters","2020-02-15","Sotheby's","465700","361000","570000","false","-27.35","Covid-19 : ventes de mars annulées ou reportées sur tous les continents ; choc sans précédent sur le marché mondial.","Collectionneur","Peter Brant","Américain","Éditeur d'Interview Magazine et fondateur du Brant Foundation Art Study Center.","87","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","Los Angeles","false","83.2","Généré IA"
"SL0506","KNS026","Koons","Modern Masters","2020-05-15","Christie's","523000","359000","682000","false","12.3","Premières ventes 100% online chez Christie's, Sotheby's et Phillips ; les résultats restent en retrait de 30-40% vs 2019.","Collectionneur","Alberto Mugrabi","Américain","Marchand-collectionneur new-yorkais, actif sur le marché secondaire de l'art contemporain.","88","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Londres","false","81.0","Généré IA"
"SL0507","KNS027","Koons","Modern Masters","2020-08-15","Christie's","490500","346000","658000","false","-6.21","Reprise partielle : Phillips online réalise des performances surprenantes ; les NFT commencent à stimuler l'intérêt pour l'art numérique.","Collectionneur","Stefan Edlis","Américain","Collectionneur historique de l'art pop américain, donateur majeur du MoMA.","94","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","90.2","Généré IA"
"SL0508","KNS028","Koons","Modern Masters","2020-11-15","Phillips","503700","385000","617000","false","2.69","Rebond de fin d'année porté par les enchères digitales et le retour des collectionneurs ; les prix des sommets restent stables.","Collectionneur","Stefan Edlis","Américain","Collectionneur historique de l'art pop américain, donateur majeur du MoMA.","94","Galerie","Family Office Zurich","Structure patrimoniale helvétique gérant des actifs alternatifs incluant une collection d'art estimée à 80 M€.","79","New York","false","84.6","Généré IA"
"SL0509","KNS029","Koons","Modern Masters","2021-02-15","Bonhams","642800","427000","840000","false","27.62","Fort rebond post-confinement : l'euphorie du marché NFT (Beeple à 69 M$) stimule l'intérêt général pour l'art contemporain.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Galerie","Portfolio Art Fund SA","Fonds d'investissement artistique procédant à une rotation de portefeuille après période de détention 5-7 ans.","80","Los Angeles","false","87.6","Généré IA"
"SL0510","KNS030","Koons","Modern Masters","2021-05-15","Artcurial","618100","493000","745000","false","-3.84","Boom historique des enchères printanières : Basquiat atteint 93,1 M$ chez Sotheby's en mai, nouveau record de l'artiste.","Collectionneur","Stefan Edlis","Américain","Collectionneur historique de l'art pop américain, donateur majeur du MoMA.","94","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Londres","false","84.6","Généré IA"
"SL0511","KNS031","Koons","Modern Masters","2021-08-15","Christie's","695400","519000","855000","false","12.51","Marché au plus haut depuis 2015 ; retour massif des acheteurs asiatiques et nouvelle vague d'ultra-HNWI entrant sur le marché.","Collectionneur","Mitchell Rales","Américain","Fondateur du Glenstone Museum, collection de 1 300 œuvres parmi les plus importantes des USA.","93","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","New York","false","89.0","Généré IA"
"SL0512","KNS032","Koons","Modern Masters","2021-11-15","Phillips","656300","528000","806000","false","-5.62","Année 2021 record estimée à 65,1 Mds$ ; les artistes ultra-contemporains ont vu leurs prix multipliés par 3 à 5 en un an.","Collectionneur","Eugenio López Alonso","Mexicain","Fondateur du Museo Jumex à Mexico City, pionnier de la collection contemporaine latino-américaine.","87","Collectionneur","Collection Robert Hughes","Héritage du critique d'art australien, vente partielle orchestrée par Christie's.","84","Paris","false","83.3","Généré IA"
"SL0513","KNS033","Koons","Modern Masters","2022-02-15","Sotheby's","673400","408000","904000","false","2.61","Marché dynamique malgré la guerre en Ukraine ; les actifs tangibles incluant l'art attirent des capitaux en quête de refuges.","Musée","Tate Modern","Britannique","Institution muséale phare du Bankside, politique d'acquisitions contemporaines ambitieuse.","98","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","New York","false","90.6","Généré IA"
"SL0514","KNS034","Koons","Modern Masters","2022-05-15","Christie's","766500","584000","933000","false","13.83","Art Basel Bâle 2022 historique avec 4,5 Mds$ de transactions ; le marché primaire et secondaire sont tous deux en pleine forme.","Musée","MoMA","Américain","Museum of Modern Art NYC, référence absolue pour la conservation de l'art moderne et contemporain.","99","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Los Angeles","false","85.5","Généré IA"
"SL0515","KNS035","Koons","Modern Masters","2022-08-15","Christie's","750200","564000","933000","false","-2.13","Légère décélération estivale ; l'inflation mondiale et la hausse des taux commencent à peser sur les acheteurs du segment mid-market.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Collectionneur","Collection Privée Européenne","Collectionneur européen de longue date liquidant une partie de son portefeuille après 15 ans de détention.","88","New York","false","83.7","Généré IA"
"SL0516","KNS036","Koons","Modern Masters","2022-11-15","Sotheby's","622000","470000","797000","false","-17.09","Résultats solides en fin d'année ; le segment photography et le street art résistent mieux à la correction que les Blue Chips.","Collectionneur","Adam Lindemann","Américain","Collectionneur et dealer pionnier du street art et de l'art post-war.","85","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Londres","false","79.0","Généré IA"
"SL0517","KNS037","Koons","Modern Masters","2023-02-15","Phillips","776300","616000","921000","false","24.81","Début de correction annoncée après trois années exceptionnelles ; prudence des acheteurs face à la hausse des taux et aux incertitudes macro.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Succession","Héritage Famille Menil","Patrimoine issu de la collection fondatrice des Menil à Houston, icône du mécénat texan.","90","Los Angeles","false","83.4","Généré IA"
"SL0518","KNS038","Koons","Modern Masters","2023-05-15","Christie's","613100","480000","771000","false","-21.02","Ventes mitigées à New York : les lots sans garantie peinent ; sélectivité accrue avec chute des taux de vente aux enchères.","Fondation","Fondation Cartier","Français","Institution parisienne fondée en 1984, soutenant l'art contemporain et les cultures non-occidentales.","92","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Los Angeles","false","86.7","Généré IA"
"SL0519","KNS039","Koons","Modern Masters","2023-08-15","Christie's","726200","561000","864000","false","18.45","Marché à deux vitesses : les femmes ultra-contemporaines (Fadojutimi, Yukhnovich) restent en forte demande malgré la correction générale.","Galerie","White Cube","Britannique","Galerie londonienne de référence fondée par Jay Jopling, programme international exigeant.","92","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Los Angeles","false","87.9","Généré IA"
"SL0520","KNS040","Koons","Modern Masters","2023-11-15","Bonhams","633100","489000","760000","false","-12.82","Clôture 2023 en retrait de ~18% vs 2022 ; fin du supercycle haussier entamé en 2021, ajustement sain selon les analystes.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Collectionneur","Anonymous Collector","Vendeur anonyme, opération discrète caractéristique du marché secondaire de l'art haut de gamme.","77","Los Angeles","false","76.5","Généré IA"
"SL0521","HRS001","Hirst","Modern Masters","2014-02-15","Christie's","191300","132000","255000","false","","Première vente de référence pour cet artiste dans l'indice ; base servant de point de départ pour le suivi longitudinal des prix.","Musée","Stedelijk Museum","Néerlandais","Collection de référence pour l'art moderne et le design à Amsterdam.","90","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","New York","false","85.6","Généré IA"
"SL0522","HRS002","Hirst","Modern Masters","2014-05-15","Phillips","189600","144000","233000","false","-0.89","Art Basel Bâle 2014 dépasse les attentes avec 95% de galeries satisfaites ; l'art contemporain attire de nouveaux capitaux institutionnels.","Galerie","Pace Gallery","Américain","Galerie new-yorkaise historique fondée en 1960, représentant masters et artistes contemporains.","91","Succession","Guy Wildenstein Estate","Héritiers de la plus grande dynastie marchande d'art mondial, procédant à un réajustement du portefeuille.","89","Londres","false","85.7","Généré IA"
"SL0523","HRS003","Hirst","Modern Masters","2014-08-15","Heritage Auctions","174800","129000","230000","false","-7.81","Ventes estivales solides à Londres malgré la période creuse ; Phillips réalise ses meilleures enchères depuis sa fondation.","Collectionneur","Stefan Edlis","Américain","Collectionneur historique de l'art pop américain, donateur majeur du MoMA.","94","Succession","Succession Stern","Vente d'une collection constituée sur trois décennies par une famille de banquiers suisses.","83","Londres","false","86.8","Généré IA"
"SL0524","HRS004","Hirst","Modern Masters","2014-11-15","Christie's","169000","128000","207000","false","-3.32","Christie's réalise 852 M$ en une seule soirée à New York, nouveau record absolu ; l'appétit pour l'art post-war est sans précédent.","Anonyme","Anonyme","Asiatique","Investisseur institutionnel asiatique opérant via un intermédiaire londonien, préférant l'anonymat.","74","Succession","Succession Anonyme","Vente de succession d'un grand collectionneur, gérée par un cabinet juridique spécialisé en droit de l'art.","82","Londres","false","82.3","Généré IA"
"SL0525","HRS005","Hirst","Modern Masters","2015-02-15","Sotheby's","164200","125000","202000","false","-2.84","Forte demande asiatique en début d'année ; le marché est soutenu par les collectionneurs chinois et les familles de richesse récente.","Musée","Guggenheim Museum","Américain","Fondation internationale avec collections encyclopédiques sur quatre continents.","96","Galerie","Collection Saatchi","Charles Saatchi, marchand-collectionneur londonien dont les ventes ont lancé la YBA dans les années 90.","86","Los Angeles","false","89.3","Généré IA"
