"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"KNS001","Koons","ART_KNS","Modern Masters","Rabbit","1986","Stainless steel","104x48x30","Lapin gonflable en acier inoxydable. Vendu 91M$ Christie's 2019 (record artiste vivant).","Édition de 3, plus AP. Sommet de la série Statuary.","Sculpture pop métallique","Collections privées multiples","92",""
"KNS002","Koons","ART_KNS","Modern Masters","Balloon Dog (Orange)","1994","Stainless steel with mirror polish","307x363x114","Chien-ballon orange, série Celebration. Vendu 58M$ Christie's 2013.","Série Celebration, 5 couleurs. Acier poli miroir.","Sculpture monumentale Celebration","Collection Pinault, Mugrabi, Eli Broad, etc.","82",""
"KNS003","Koons","ART_KNS","Modern Masters","Michael Jackson and Bubbles","1988","Porcelain, gold leaf","107x180x76","Sculpture porcelaine Michael Jackson et son chimpanzé.","Série Banality, édition de 3, scandale Madonna 1988.","Sculpture pop kitsch série Banality","MOCA Los Angeles, Astrup Fearnley Museum","88",""
"KNS004","Koons","ART_KNS","Modern Masters","Tulips","2004","Stainless steel with color coating","203x457x520","Bouquet de tulipes monumental série Celebration.","Série Celebration, dimensions monumentales.","Sculpture monumentale Celebration","Collections privées multiples","91",""
"KNS005","Koons","ART_KNS","Modern Masters","Hanging Heart (Magenta/Gold)","2006","Stainless steel","291x280x101","Cœur magenta suspendu, série Celebration.","Série Celebration, vendue 24M$ Sotheby's 2007.","Sculpture monumentale Celebration","Collections privées","88",""
"KNS006","Koons","ART_KNS","Modern Masters","Puppy","1992","Stainless steel and flowering plants","1240x830x910","Chien monumental floral installé Guggenheim Bilbao.","Guggenheim Bilbao installation permanente.","Sculpture monumentale botanique","Guggenheim Bilbao","91",""
"KNS007","Koons","ART_KNS","Modern Masters","Three Ball Total Equilibrium Tank","1985","Glass, water, basketballs","153x124x33","Trois ballons en suspension dans un aquarium série Equilibrium.","Série Equilibrium, première grande série Koons.","Sculpture conceptuelle Equilibrium","Tate Modern, Whitney Museum","91",""
"KNS008","Koons","ART_KNS","Modern Masters","Made in Heaven (Series)","1991","Multimedia","various","Série explicite avec La Cicciolina.","Série polémique avec son ex-épouse Ilona Staller.","Multimédia série Made in Heaven","Diverses collections","88",""
"KNS009","Koons","ART_KNS","Modern Masters","Gazing Ball (Apollo Citharoedus)","2013","Plaster and glass","183x71x50","Réplique sculpture antique avec ballon réfléchissant bleu.","Série Gazing Ball, classiques antiques.","Sculpture appropriationiste","Collections privées","92",""
"KNS010","Koons","ART_KNS","Modern Masters","Popeye","2010","Stainless steel with color coating","152x131x71","Personnage Popeye en acier coloré.","Vendue 28M$ Sotheby's 2014.","Sculpture pop iconique","Collection Steve Wynn","85",""
"KNS011","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (00)","2016","Mirror-polished steel","200x150x50","Inflatable Sculpture (00), exécutée par Koons en 2016. Œuvre dans le style caractéristique de l'artiste, support mirror-polished steel.","Période créative 2016, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","71",""
"KNS012","Koons","ART_KNS","Modern Masters","Balloon Series #01","2016","Porcelain, edition","100x80x40","Balloon Series #01, exécutée par Koons en 2016. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2016, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Whitney Museum","83",""
"KNS013","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (02)","1991","Stainless steel with color coating","100x80x40","Inflatable Sculpture (02), exécutée par Koons en 1991. Œuvre dans le style caractéristique de l'artiste, support stainless steel with color coating.","Période créative 1991, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","78",""
"KNS014","Koons","ART_KNS","Modern Masters","Popeye Variant #03","1994","Porcelain, edition","100x80x40","Popeye Variant #03, exécutée par Koons en 1994. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 1994, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Guggenheim Bilbao","84",""
"KNS015","Koons","ART_KNS","Modern Masters","Banality Series #04","1988","Polychromed wood","300x300x100","Banality Series #04, exécutée par Koons en 1988. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1988, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","88",""
"KNS016","Koons","ART_KNS","Modern Masters","Made in Heaven Print #05","2003","Polychromed wood","300x300x100","Made in Heaven Print #05, exécutée par Koons en 2003. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2003, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","76",""
"KNS017","Koons","ART_KNS","Modern Masters","Celebration Variant #06","1988","Stainless steel with color coating","100x80x40","Celebration Variant #06, exécutée par Koons en 1988. Œuvre dans le style caractéristique de l'artiste, support stainless steel with color coating.","Période créative 1988, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","85",""
"KNS018","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (07)","2017","Porcelain, edition","300x300x100","Inflatable Sculpture (07), exécutée par Koons en 2017. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2017, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","82",""
"KNS019","Koons","ART_KNS","Modern Masters","Made in Heaven Print #08","2010","Porcelain, edition","150x100x40","Made in Heaven Print #08, exécutée par Koons en 2010. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2010, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","71",""
"KNS020","Koons","ART_KNS","Modern Masters","Equilibrium Tank (09)","1992","Mirror-polished steel","200x150x50","Equilibrium Tank (09), exécutée par Koons en 1992. Œuvre dans le style caractéristique de l'artiste, support mirror-polished steel.","Période créative 1992, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","82",""
"KNS021","Koons","ART_KNS","Modern Masters","Celebration Variant #10","2016","Porcelain, edition","200x150x50","Celebration Variant #10, exécutée par Koons en 2016. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2016, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","79",""
"KNS022","Koons","ART_KNS","Modern Masters","Celebration Variant #11","2009","Polychromed wood","300x300x100","Celebration Variant #11, exécutée par Koons en 2009. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2009, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","87",""
"KNS023","Koons","ART_KNS","Modern Masters","Celebration Variant #12","1988","Polychromed wood","150x100x40","Celebration Variant #12, exécutée par Koons en 1988. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1988, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","77",""
"KNS024","Koons","ART_KNS","Modern Masters","Gazing Ball (13)","1987","Polychromed wood","150x100x40","Gazing Ball (13), exécutée par Koons en 1987. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1987, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","86",""
"KNS025","Koons","ART_KNS","Modern Masters","Made in Heaven Print #14","2004","Polychromed wood","100x80x40","Made in Heaven Print #14, exécutée par Koons en 2004. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2004, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collection Pinault","75",""
"KNS026","Koons","ART_KNS","Modern Masters","Balloon Series #15","2018","Mirror-polished steel","300x300x100","Balloon Series #15, exécutée par Koons en 2018. Œuvre dans le style caractéristique de l'artiste, support mirror-polished steel.","Période créative 2018, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Whitney Museum","85",""
"KNS027","Koons","ART_KNS","Modern Masters","Banality Series #16","2014","Polychromed wood","100x80x40","Banality Series #16, exécutée par Koons en 2014. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2014, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","87",""
"KNS028","Koons","ART_KNS","Modern Masters","Gazing Ball (17)","1992","Polychromed wood","300x300x100","Gazing Ball (17), exécutée par Koons en 1992. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1992, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","74",""
"KNS029","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (18)","2006","Porcelain, edition","300x300x100","Inflatable Sculpture (18), exécutée par Koons en 2006. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2006, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","84",""
"KNS030","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (19)","2013","Porcelain, edition","150x100x40","Inflatable Sculpture (19), exécutée par Koons en 2013. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2013, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","77",""
"KNS031","Koons","ART_KNS","Modern Masters","Equilibrium Tank (20)","1994","Polychromed wood","300x300x100","Equilibrium Tank (20), exécutée par Koons en 1994. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1994, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","86",""
"KNS032","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (21)","2020","Porcelain, edition","300x300x100","Inflatable Sculpture (21), exécutée par Koons en 2020. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2020, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Guggenheim Bilbao","88",""
"KNS033","Koons","ART_KNS","Modern Masters","Celebration Variant #22","2019","Porcelain, edition","100x80x40","Celebration Variant #22, exécutée par Koons en 2019. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2019, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Guggenheim Bilbao","73",""
"KNS034","Koons","ART_KNS","Modern Masters","Celebration Variant #23","2011","Polychromed wood","150x100x40","Celebration Variant #23, exécutée par Koons en 2011. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2011, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","76",""
"KNS035","Koons","ART_KNS","Modern Masters","Popeye Variant #24","2018","Porcelain, edition","150x100x40","Popeye Variant #24, exécutée par Koons en 2018. Œuvre dans le style caractéristique de l'artiste, support porcelain, edition.","Période créative 2018, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","MOCA Los Angeles","71",""
"KNS036","Koons","ART_KNS","Modern Masters","Inflatable Sculpture (25)","2019","Stainless steel with color coating","150x100x40","Inflatable Sculpture (25), exécutée par Koons en 2019. Œuvre dans le style caractéristique de l'artiste, support stainless steel with color coating.","Période créative 2019, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","71",""
"KNS037","Koons","ART_KNS","Modern Masters","Balloon Series #26","2022","Polychromed wood","200x150x50","Balloon Series #26, exécutée par Koons en 2022. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 2022, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Whitney Museum","73",""
"KNS038","Koons","ART_KNS","Modern Masters","Celebration Variant #27","1993","Stainless steel with color coating","150x100x40","Celebration Variant #27, exécutée par Koons en 1993. Œuvre dans le style caractéristique de l'artiste, support stainless steel with color coating.","Période créative 1993, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Astrup Fearnley Museum","80",""
"KNS039","Koons","ART_KNS","Modern Masters","Gazing Ball (28)","1991","Polychromed wood","100x80x40","Gazing Ball (28), exécutée par Koons en 1991. Œuvre dans le style caractéristique de l'artiste, support polychromed wood.","Période créative 1991, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","75",""
"KNS040","Koons","ART_KNS","Modern Masters","Celebration Variant #29","1999","Stainless steel with color coating","100x80x40","Celebration Variant #29, exécutée par Koons en 1999. Œuvre dans le style caractéristique de l'artiste, support stainless steel with color coating.","Période créative 1999, série stylistique caractéristique.","Sculpture pop kitsch et appropriation","Collections privées Mugrabi","86",""
"HRS001","Hirst","ART_HRS","Modern Masters","The Physical Impossibility of Death in the Mind of Someone Living","1991","Tiger shark in formaldehyde","213x518x213","Requin en formol, œuvre emblématique YBA. Vendue 12M$ en 2004.","Œuvre fondatrice YBA. Saatchi commissioned.","Sculpture conceptuelle, série Natural History","Collection Steve Cohen","91",""
"HRS002","Hirst","ART_HRS","Modern Masters","For the Love of God","2007","Platinum, diamonds, human skull","17x12x19","Crâne humain serti de 8601 diamants. Vendu 100M$ vers 2007.","Œuvre la plus chère jamais commissionnée.","Sculpture conceptuelle memento mori","Collection privée","90",""
"HRS003","Hirst","ART_HRS","Modern Masters","Mother and Child Divided","1993","Cow and calf in formaldehyde","190x400x86","Vache et son veau coupés en deux dans formol.","Saatchi Gallery, série Natural History.","Sculpture conceptuelle Natural History","Saatchi Gallery","88",""
"HRS004","Hirst","ART_HRS","Modern Masters","Spot Painting (Random)","2007","Household gloss on canvas","152x122","Tableau aux pois, série Spot Paintings.","Pratique d'atelier industrialisée, série de plusieurs milliers.","Spot Paintings, série emblématique","Collections privées multiples","92",""
"HRS005","Hirst","ART_HRS","Modern Masters","Spin Painting (Beautiful)","1995","Household gloss on canvas","(diameter 122)","Peinture rotative, série Beautiful.","Série Beautiful, technique rotative.","Spin Paintings","Collections privées multiples","93",""
"HRS006","Hirst","ART_HRS","Modern Masters","Away from the Flock","1994","Sheep in formaldehyde","96x149x51","Mouton en formol. Plusieurs versions vandalisées.","Plusieurs versions, dont une vandalisée 1994.","Sculpture conceptuelle Natural History","Saatchi Gallery","95",""
"HRS007","Hirst","ART_HRS","Modern Masters","In and Out of Love","1991","Living butterflies installation","various","Installation papillons vivants.","Saatchi Gallery, polémique cruauté animale.","Installation Natural History","Collections privées","87",""
"HRS008","Hirst","ART_HRS","Modern Masters","Lullaby Spring","2002","Cabinet with pills","182x274x10","Cabinet pharmacie aux pilules colorées.","Série Pharmacy, vendue 19M$ Sotheby's 2007.","Cabinet pilules série Pharmacy","Collection privée","87",""
"HRS009","Hirst","ART_HRS","Modern Masters","Beautiful Inside My Head Forever","2008","Multiple lots","various","Vente directe Sotheby's, événement marché historique.","Vente Sotheby's directe contournant les galeries 2008.","Vente directe atelier","Diverses collections","91",""
"HRS010","Hirst","ART_HRS","Modern Masters","Sympathy in White Major","2006","Butterflies on canvas","152x152","Composition papillons sur fond blanc.","Série Butterflies, références Damien Hirst.","Butterfly Paintings","Collections privées","83",""
"HRS011","Hirst","ART_HRS","Modern Masters","Skull Series #00","2015","Household gloss on canvas","152x152","Skull Series #00, exécutée par Hirst en 2015. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 2015, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Tate Modern","70",""
"HRS012","Hirst","ART_HRS","Modern Masters","Veil Painting #01","1989","Animal in formaldehyde","diameter 122","Veil Painting #01, exécutée par Hirst en 1989. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1989, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Tate Modern","86",""
"HRS013","Hirst","ART_HRS","Modern Masters","Skull Series #02","2010","Household gloss on canvas","200x300","Skull Series #02, exécutée par Hirst en 2010. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 2010, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collection Steve Cohen","70",""
"HRS014","Hirst","ART_HRS","Modern Masters","Spin Painting #03","2006","Mixed media","122x152","Spin Painting #03, exécutée par Hirst en 2006. Œuvre dans le style caractéristique de l'artiste, support mixed media.","Période créative 2006, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collection Steve Cohen","84",""
"HRS015","Hirst","ART_HRS","Modern Masters","Pharmacy Cabinet (04)","2001","Household gloss on canvas","122x152","Pharmacy Cabinet (04), exécutée par Hirst en 2001. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 2001, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collection Steve Cohen","84",""
"HRS016","Hirst","ART_HRS","Modern Masters","Spot Painting #05","1997","Print on paper, signed edition","200x300","Spot Painting #05, exécutée par Hirst en 1997. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 1997, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","78",""
"HRS017","Hirst","ART_HRS","Modern Masters","Natural History Specimen (06)","1989","Mixed media","diameter 122","Natural History Specimen (06), exécutée par Hirst en 1989. Œuvre dans le style caractéristique de l'artiste, support mixed media.","Période créative 1989, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées Mugrabi","79",""
"HRS018","Hirst","ART_HRS","Modern Masters","Veil Painting #07","1996","Animal in formaldehyde","diameter 122","Veil Painting #07, exécutée par Hirst en 1996. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1996, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","87",""
"HRS019","Hirst","ART_HRS","Modern Masters","The Currency (08)","2003","Animal in formaldehyde","122x152","The Currency (08), exécutée par Hirst en 2003. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 2003, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collection Steve Cohen","77",""
"HRS020","Hirst","ART_HRS","Modern Masters","Skull Series #09","2004","Animal in formaldehyde","152x152","Skull Series #09, exécutée par Hirst en 2004. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 2004, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","86",""
"HRS021","Hirst","ART_HRS","Modern Masters","Skull Series #10","2002","Mixed media","152x152","Skull Series #10, exécutée par Hirst en 2002. Œuvre dans le style caractéristique de l'artiste, support mixed media.","Période créative 2002, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","79",""
"HRS022","Hirst","ART_HRS","Modern Masters","Skull Series #11","1995","Animal in formaldehyde","152x152","Skull Series #11, exécutée par Hirst en 1995. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1995, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Tate Modern","74",""
"HRS023","Hirst","ART_HRS","Modern Masters","Skull Series #12","2008","Print on paper, signed edition","122x152","Skull Series #12, exécutée par Hirst en 2008. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2008, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collection Steve Cohen","82",""
"HRS024","Hirst","ART_HRS","Modern Masters","Skull Series #13","1996","Animal in formaldehyde","200x300","Skull Series #13, exécutée par Hirst en 1996. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1996, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","73",""
"HRS025","Hirst","ART_HRS","Modern Masters","Veil Painting #14","2001","Print on paper, signed edition","152x152","Veil Painting #14, exécutée par Hirst en 2001. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2001, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","70",""
"HRS026","Hirst","ART_HRS","Modern Masters","The Currency (15)","1995","Animal in formaldehyde","200x300","The Currency (15), exécutée par Hirst en 1995. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1995, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","81",""
"HRS027","Hirst","ART_HRS","Modern Masters","Spin Painting #16","1990","Animal in formaldehyde","200x300","Spin Painting #16, exécutée par Hirst en 1990. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1990, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","77",""
"HRS028","Hirst","ART_HRS","Modern Masters","Pharmacy Cabinet (17)","1994","Print on paper, signed edition","200x300","Pharmacy Cabinet (17), exécutée par Hirst en 1994. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 1994, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","86",""
"HRS029","Hirst","ART_HRS","Modern Masters","Spin Painting #18","2021","Mixed media","122x152","Spin Painting #18, exécutée par Hirst en 2021. Œuvre dans le style caractéristique de l'artiste, support mixed media.","Période créative 2021, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","85",""
"HRS030","Hirst","ART_HRS","Modern Masters","The Currency (19)","2004","Print on paper, signed edition","122x152","The Currency (19), exécutée par Hirst en 2004. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2004, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","71",""
"HRS031","Hirst","ART_HRS","Modern Masters","The Currency (20)","2000","Household gloss on canvas","200x300","The Currency (20), exécutée par Hirst en 2000. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 2000, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","74",""
"HRS032","Hirst","ART_HRS","Modern Masters","Skull Series #21","2008","Print on paper, signed edition","122x152","Skull Series #21, exécutée par Hirst en 2008. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2008, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","85",""
"HRS033","Hirst","ART_HRS","Modern Masters","Spot Painting #22","2018","Household gloss on canvas","200x300","Spot Painting #22, exécutée par Hirst en 2018. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 2018, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées Mugrabi","70",""
"HRS034","Hirst","ART_HRS","Modern Masters","Natural History Specimen (23)","1992","Household gloss on canvas","122x152","Natural History Specimen (23), exécutée par Hirst en 1992. Œuvre dans le style caractéristique de l'artiste, support household gloss on canvas.","Période créative 1992, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Saatchi Gallery","79",""
"HRS035","Hirst","ART_HRS","Modern Masters","Butterfly Variant #24","1995","Print on paper, signed edition","122x152","Butterfly Variant #24, exécutée par Hirst en 1995. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 1995, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","81",""
"HRS036","Hirst","ART_HRS","Modern Masters","Veil Painting #25","2020","Print on paper, signed edition","200x300","Veil Painting #25, exécutée par Hirst en 2020. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2020, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Tate Modern","77",""
"HRS037","Hirst","ART_HRS","Modern Masters","Skull Series #26","1992","Animal in formaldehyde","diameter 122","Skull Series #26, exécutée par Hirst en 1992. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 1992, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","71",""
"HRS038","Hirst","ART_HRS","Modern Masters","Spin Painting #27","2015","Animal in formaldehyde","122x152","Spin Painting #27, exécutée par Hirst en 2015. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 2015, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées internationales","84",""
"HRS039","Hirst","ART_HRS","Modern Masters","Spin Painting #28","2017","Animal in formaldehyde","152x152","Spin Painting #28, exécutée par Hirst en 2017. Œuvre dans le style caractéristique de l'artiste, support animal in formaldehyde.","Période créative 2017, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Tate Modern","72",""
"HRS040","Hirst","ART_HRS","Modern Masters","Natural History Specimen (29)","2006","Print on paper, signed edition","152x152","Natural History Specimen (29), exécutée par Hirst en 2006. Œuvre dans le style caractéristique de l'artiste, support print on paper, signed edition.","Période créative 2006, série stylistique caractéristique.","Conceptuel YBA, signature Hirst","Collections privées Mugrabi","88",""
"BRG001","Bourgeois","ART_BRG","Modern Masters","Maman","1999","Bronze, stainless steel, marble","927x891x1023","Araignée monumentale, hommage à sa mère. Édition de 6.","Édition Maman, monumentale, dans plusieurs musées.","Sculpture monumentale Spider","Tate Modern, Guggenheim Bilbao, Mori Art Museum, etc.","94",""
"BRG002","Bourgeois","ART_BRG","Modern Masters","Spider","1996","Bronze with silver nitrate patina","326x756x686","Araignée bronze, série Spider.","Série déclinée en plusieurs tailles.","Sculpture Spider","Collections multiples","86",""
"BRG003","Bourgeois","ART_BRG","Modern Masters","Cell (Choisy)","1990","Mixed media installation","300x300x300","Cellule architecturale fragments enfance.","Série Cells, mémoire enfance Choisy-le-Roi.","Cells, série installation","Diverses collections institutionnelles","91",""
"BRG004","Bourgeois","ART_BRG","Modern Masters","The Destruction of the Father","1974","Mixed media installation","238x363x249","Installation viscérale, table familiale en latex et résine.","Œuvre fondatrice psychanalyse Bourgeois.","Installation psychanalytique","Hauser & Wirth Collection","84",""
"BRG005","Bourgeois","ART_BRG","Modern Masters","Femme Maison","1946","Oil on canvas","92x36","Femme dont la tête est une maison, série emblématique.","Série Femme Maison, archétype féministe.","Femme Maison, série emblématique","MoMA New York","94",""
"BRG006","Bourgeois","ART_BRG","Modern Masters","Cumul I","1969","Marble","57x127x122","Formes mammaires en marbre.","Période sculpture sensuelle marbre.","Sculpture marbre, série Cumul","Centre Pompidou","90",""
"BRG007","Bourgeois","ART_BRG","Modern Masters","Eyes","1982","Carrara marble","190x140x170","Yeux monumentaux en marbre.","Période exploration des yeux comme symbole.","Sculpture marbre","Collections privées","95",""
"BRG008","Bourgeois","ART_BRG","Modern Masters","Spiral Woman","1984","Bronze and steel cable","121x76x76","Femme suspendue en spirale.","Série Spiral Woman, féminité contrainte.","Sculpture suspendue","Collection privée","82",""
"BRG009","Bourgeois","ART_BRG","Modern Masters","Cell (Hands and Mirror)","1995","Mixed media installation","200x200x150","Cellule mains et miroir.","Série Cells, espaces psychanalytiques.","Cells, série installation","Diverses collections institutionnelles","87",""
"BRG010","Bourgeois","ART_BRG","Modern Masters","Couple IV","1997","Fabric","50x150x100","Couple en tissu, série fin de carrière.","Période Couples textiles, fin carrière.","Sculpture textile tardive","Collection privée","90",""
"BRG011","Bourgeois","ART_BRG","Modern Masters","Spider Variant #00","2007","Bronze with patina","50x70x40","Spider Variant #00, exécutée par Bourgeois en 2007. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 2007, série stylistique caractéristique.","Sculpture psychanalytique et textile","Tate Modern","70",""
"BRG012","Bourgeois","ART_BRG","Modern Masters","Cumul Series #01","1972","Watercolor on paper","300x300x250","Cumul Series #01, exécutée par Bourgeois en 1972. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 1972, série stylistique caractéristique.","Sculpture psychanalytique et textile","MoMA","82",""
"BRG013","Bourgeois","ART_BRG","Modern Masters","Couple Series #02","1953","Mixed media installation","120x80x60","Couple Series #02, exécutée par Bourgeois en 1953. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1953, série stylistique caractéristique.","Sculpture psychanalytique et textile","Hauser & Wirth Collection","76",""
"BRG014","Bourgeois","ART_BRG","Modern Masters","Spider Variant #03","1972","Fabric and metal","50x70x40","Spider Variant #03, exécutée par Bourgeois en 1972. Œuvre dans le style caractéristique de l'artiste, support fabric and metal.","Période créative 1972, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","80",""
